timestamp,cpu_usage,memory_usage,temperature,network_traffic,disk_io,error_rate,response_time,failure
2024-01-01 18:28:00,72.12170196771658,78.81696398873726,41.20083201902369,289.29369541560965,49.07402084603212,2.27196926980542,191.10682824948947,0
2024-01-03 10:45:00,46.03624458489406,76.69880673932829,69.70285833542899,261.0699457425567,90.54993298140633,2.906787522911367,86.60385587912246,0
2024-01-02 17:43:00,65.82205164416766,37.97939530142011,67.7550436628745,125.22687626384638,19.62869152955528,2.5490247061328053,74.47256036024086,0
2024-01-01 17:15:00,53.318219279587694,63.06608131829034,42.99509491681624,137.60762840771125,62.854749999981564,4.791654322078718,138.6933219301223,0
2024-01-04 07:47:00,83.170547349513,84.40927552031617,88.72477139843559,48.107125530214105,122.64244316996063,7.721663581233698,816.5985720469292,1
2024-01-02 02:04:00,64.95084750186963,79.65933460555482,58.6505201446589,0.0,94.09919243151626,5.894795304079515,209.48432096378744,0
2024-01-03 03:47:00,53.56875043993483,37.67983090193958,47.694013972273474,279.8284496508745,42.709679434843125,3.9509966983233564,77.65135709526672,0
2024-01-03 03:32:00,62.382255264563035,64.91688322620182,70.41928282966781,480.6012835777881,35.46922019430474,1.0524296165216884,62.97447647034371,0
2024-01-02 15:48:00,57.39006084882603,42.20041668353011,66.88193974629118,419.2103678732174,200.4184189206434,2.4842874489356226,283.89395842865747,0
2024-01-01 03:21:00,73.53995479473312,55.059097212779015,67.64507896512733,246.3086899413419,0.0,1.4791176760384752,145.8136715409057,0
2024-01-03 22:12:00,86.03686820833725,95.37966274383686,78.57923951440017,239.61589994769705,167.05829501391003,11.062216582513033,673.2876292034955,1
2024-01-04 10:12:00,98.75415483448172,82.69245097615124,80.0797463594811,353.9134495181218,89.37267211507157,10.716857321949547,533.8781059239654,1
2024-01-02 06:34:00,33.68096202981838,44.17110294781856,47.05402599871898,76.60830892078101,85.67032739675876,0.0,191.8418204990623,0
2024-01-01 14:46:00,45.099681951152625,32.006919498616384,65.13738587492819,43.3505210032249,17.109021496366566,2.123329983466207,221.70321815936612,0
2024-01-03 04:44:00,51.94655616657644,56.51622814620475,49.493478047473694,415.18058168599345,180.98989796571092,4.394150580640514,102.92989283320856,0
2024-01-02 07:53:00,46.23425253523781,35.35339517260748,53.55049956039385,386.64559979787725,34.544639333341465,1.9423860666296475,257.17674532757724,0
2024-01-04 09:12:00,87.13575764617609,100.70536069426112,84.6643194820374,283.7678970142907,119.78793839113946,5.563352556414536,671.990824309139,0
2024-01-03 11:16:00,47.76583652920528,35.65216904006196,63.66533394250645,356.3255129948316,114.96226503362253,4.708473838676045,80.77366374285613,0
2024-01-04 01:32:00,84.98926581914608,94.51691244589271,90.61889020774528,159.59780455087488,20.41117823706236,7.80947853709049,800.5408000362445,1
2024-01-02 14:50:00,48.81392580588041,36.080102280244496,63.63608580666919,501.7408466583967,157.4561073534892,3.439762943459627,187.13567579668376,0
